strewn	-0.03	0.0	0.03	0.03
summary	0.0	0.03	0.03	0.03
empty	-0.52	0.01	0.55	0.01
terrific	0.74	0.43	0.75	0.42
realize	0.0	0.04	0.83	0.02
paying	-1.15	0.0	0.59	0.0
personalized	0.0	0.0	0.03	0.03
menus	0.0	-0.03	0.03	0.03
printed	0.0	0.0	0.01	0.01
amenity	0.5	0.02	0.5	0.01
extras	0.0	0.03	0.02	0.02
purchased	0.0	0.01	0.01	0.01
simpler	0.0	0.0	0.05	0.05
planning	0.0	0.7	0.01	0.7
frustratingly	0.0	0.0	0.03	0.03
navigating	0.0	0.0	0.03	0.03
flight	0.32	-0.54	0.32	0.32
lay	0.0	0.0	0.03	0.03
notified	-0.03	0.0	0.03	0.03
provided	0.0	0.0	0.0	0.0
occupied	-0.79	0.0	0.86	0.01
begrudgingly	-0.03	-0.03	0.03	0.03
carried	0.0	0.0	0.03	0.03
rancid	0.0	0.0	0.05	0.05
allergic	0.0	0.06	0.03	0.03
locating	0.03	0.03	0.03	0.03
unappetizing	0.0	0.0	0.05	0.05
noisy	0.01	1.36	0.5	0.68
opening	0.0	0.0	0.02	0.02
watching	0.01	-0.0	0.01	0.01
tv	0.35	-0.21	0.12	0.18
recommending	0.0	-0.02	0.02	0.02
hairballs	0.0	0.0	0.05	0.05
mirrors	0.0	0.0	0.03	0.03
streaked	0.0	0.0	0.05	0.05
acknowledge	-0.83	0.05	0.83	0.02
vaguest	0.0	0.0	0.05	0.05
answers	0.0	0.09	0.03	0.03
neighborhood	-0.35	-0.08	0.35	0.55
ridiculously	0.0	-0.03	0.03	0.03
selected	0.0	0.0	0.02	0.02
proximity	-0.02	-0.04	0.02	0.02
retrospect	0.0	-0.05	0.05	0.05
phrase	0.0	-0.05	0.05	0.05
apply	0.0	-0.03	0.03	0.03
offering	0.0	-0.0	0.03	0.03
timetable	0.0	-0.05	0.05	0.05
proved	0.0	-0.02	0.02	0.02
spanish	0.0	-0.05	0.05	0.05
presence	0.0	-0.03	0.03	0.03
hung	-0.87	0.02	0.88	0.01
michigan	1.79	0.06	0.61	0.71
ave	0.68	0.82	0.67	0.77
placing	0.0	0.0	0.03	0.03
unwilling	0.0	0.03	0.03	0.03
compromise	0.0	-0.05	0.05	0.05
corporate	-0.6	-0.01	0.62	0.46
headquarters	0.0	-0.03	0.03	0.03
mumbai	0.0	-0.05	0.05	0.05
receive	0.0	0.0	0.89	0.01
premiere	0.0	0.0	0.03	0.03
confidence	0.0	0.0	0.05	0.05
true	-0.02	-0.0	0.01	0.01
collect	0.0	0.0	0.03	0.03
lug	0.0	0.03	0.03	0.03
doorman	0.71	2.65	0.71	0.71
polite	0.6	-1.38	0.61	0.26
fend	0.0	0.0	0.05	0.05
lighting	-0.01	-0.0	0.01	0.01
glossy	0.0	0.03	0.03	0.03
veneer	0.0	0.0	0.05	0.05
attempt	-0.02	-0.02	0.02	0.02
hide	0.0	0.0	0.05	0.05
degenerate	0.0	0.0	0.05	0.05
vacuumed	0.0	0.0	0.05	0.05
washed	-0.03	0.02	0.03	0.03
corners	-0.02	-0.0	0.02	0.02
ceilings	0.0	0.03	0.03	0.03
visible	-0.02	0.0	0.02	0.02
damage	0.0	0.0	0.03	0.03
ten	-0.02	0.05	0.32	0.01
fitness	0.72	-2.87	0.37	0.5
machines	0.0	0.75	0.42	0.42
caused	0.0	0.03	0.03	0.03
lines	0.0	0.06	0.03	0.03
enemies	0.0	0.0	0.05	0.05
conrad	0.86	-1.73	0.29	0.18
dealt	-0.03	-0.06	0.03	0.03
executive	0.01	-0.0	0.01	0.01
chocolate	0.01	-0.01	0.01	0.01
mud	-0.05	-0.05	0.05	0.05
ipod	0.51	-0.02	0.53	0.01
dock	-0.01	-0.0	0.01	0.01
servers	-0.03	0.02	0.01	0.01
luke	-0.05	-0.05	0.05	0.05
illicit	0.0	0.0	0.05	0.05
pure	0.0	0.0	0.02	0.83
elegance	0.0	-0.0	0.02	0.02
memo	0.0	0.0	0.05	0.05
entering	-1.81	-0.01	0.62	0.01
additionally	-0.82	-0.02	0.83	0.02
snide	0.0	0.0	0.05	0.05
remarks	0.0	0.0	0.05	0.05
tone	0.0	0.03	0.03	0.03
man	0.0	0.07	0.61	0.01
strangely	0.0	0.0	0.05	0.05
strength	0.0	0.0	0.05	0.05
deserved	0.0	0.0	0.05	0.05
scoffed	0.0	0.0	0.05	0.05
groaned	0.0	0.0	0.05	0.05
breath	0.0	0.0	0.01	0.7
beautiful	2.14	-1.39	0.72	0.21
closer	-0.62	1.15	0.62	0.62
inspection	0.0	-0.02	0.03	0.03
revealed	0.0	-0.03	0.03	0.03
visitor	0.0	0.03	0.03	0.03
preposterous	0.0	0.0	0.05	0.05
highest	-0.0	0.0	0.01	0.01
standards	0.01	0.02	0.01	0.01
investigate	0.0	0.0	0.03	0.03
mess	0.0	0.02	0.01	0.01
menial	0.0	0.0	0.05	0.05
incompetence	0.0	0.0	0.03	0.03
extended	0.0	0.0	0.02	0.02
valets	0.02	0.02	0.02	0.02
garage	-0.01	-0.0	0.01	0.01
incredible	1.91	0.0	0.64	0.0
display	0.02	0.0	0.02	0.02
stupidity	0.0	0.0	0.05	0.05
tempted	0.0	0.0	0.03	0.03
model	0.0	0.0	0.05	0.05
judgment	0.0	0.0	0.05	0.05
prevailed	0.0	0.0	0.05	0.05
replied	0.0	0.02	0.02	0.02
dude	0.0	0.0	0.05	0.05
ticket	-0.03	0.0	0.03	0.03
melted	0.0	0.0	0.03	0.03
seat	0.01	0.04	0.01	0.01
luckily	0.0	0.02	0.86	0.01
word	0.0	0.07	0.5	0.01
reeked	0.0	-0.07	0.02	0.02
chairs	0.0	-0.04	0.01	0.01
dead	0.02	-0.04	0.67	0.01
billed	-0.86	-0.03	0.86	0.01
reverse	0.0	-0.09	0.03	0.03
middle	-0.01	0.02	0.01	0.01
thicker	0.0	-0.05	0.05	0.05
neighbor	0.0	-0.0	0.67	0.01
buy	0.0	-0.0	0.62	0.01
vendor	-0.03	-0.03	0.03	0.03
burger	0.0	0.03	0.01	0.01
wonderful	1.57	-0.05	0.78	0.04
tourists	0.0	0.04	0.02	0.02
visiting	-0.24	-0.95	0.24	0.29
windy	0.01	-0.82	0.35	0.82
resort	-0.01	-0.01	0.01	0.01
deep	0.04	0.0	0.02	0.02
soaking	0.0	0.05	0.01	0.01
tubs	0.0	0.0	0.05	0.05
relity	0.0	0.0	0.05	0.05
fall	-0.0	0.0	0.01	0.01
neglected	0.0	0.0	0.05	0.05
ignore	0.0	-0.03	0.03	0.03
soak	0.0	0.0	0.03	0.03
travels	0.0	0.0	0.01	0.01
corner	0.83	-0.95	0.17	0.23
pevious	0.0	0.0	0.05	0.05
clump	0.0	0.0	0.05	0.05
blond	0.0	0.0	0.05	0.05
deterred	0.0	0.0	0.05	0.05
flat	0.65	-0.42	0.66	0.24
screen	0.64	-0.56	0.63	0.15
battery	0.03	-0.08	0.03	0.03
remote	0.55	0.01	0.55	0.01
wits	0.0	0.0	0.05	0.05
issues	-0.71	0.5	0.7	0.35
sassy	0.0	0.0	0.05	0.05
doubt	0.0	0.01	0.5	0.01
ammenities	0.0	0.13	0.03	0.03
disappointment	-1.61	-0.0	0.82	0.01
checkin	0.0	0.02	0.02	0.02
understaffed	0.0	0.04	0.83	0.02
skipping	0.0	0.03	0.03	0.03
stares	0.0	0.0	0.05	0.05
helping	0.01	0.73	0.01	0.73
apologize	-0.91	0.03	0.91	0.01
mix	0.0	0.0	0.05	0.05
lower	0.0	0.04	0.01	0.01
overlooking	-0.01	0.0	0.01	0.01
loading	0.0	0.0	0.03	0.03
sorts	0.02	0.02	0.02	0.02
picking	0.0	0.0	0.05	0.05
dumpsters	0.0	0.0	0.05	0.05
dropping	0.0	0.0	0.03	0.03
delivery	-0.01	0.0	0.01	0.01
trucks	0.0	0.0	0.05	0.05
showing	0.0	0.0	0.83	0.02
beep	0.0	0.0	0.03	0.03
backup	0.0	0.0	0.05	0.05
cares	0.0	-0.03	0.03	0.03
saturday	0.0	0.99	0.01	0.53
deluxe	0.01	-0.51	0.01	0.55
entry	0.0	0.0	0.05	0.05
rug	0.0	0.0	0.03	0.03
dresser	-0.0	0.01	0.01	0.01
major	-0.4	-0.18	0.39	0.61
annoyance	-0.03	0.03	0.03	0.03
midnight	0.0	0.0	0.89	0.01
totally	0.34	-0.0	0.35	0.01
unacceptable	0.0	0.01	0.88	0.01
disregarded	0.0	0.0	0.03	0.03
knock	0.0	0.0	0.89	0.01
unlocked	0.0	0.0	0.05	0.05
scared	0.03	0.0	0.03	0.03
changing	0.0	0.0	0.62	0.01
sum	0.0	0.0	0.03	0.03
typically	0.03	0.0	0.03	0.03
love	0.45	0.25	0.48	0.2
comfy	1.68	0.34	0.85	0.65
fishy	0.0	0.0	0.05	0.05
soiled	0.0	0.0	0.03	0.03
pair	0.01	0.0	0.01	0.01
panties	0.0	0.0	0.05	0.05
gross	0.0	-0.05	0.7	0.01
bites	-1.67	0.02	0.86	0.01
legs	0.0	-0.06	0.03	0.03
shame	-0.85	0.0	0.86	0.01
chosen	-0.03	-0.02	0.01	0.01
centers	0.0	-0.03	0.03	0.03
dissapointed	0.0	-0.03	0.02	0.02
bedroom	0.0	1.35	0.0	0.26
demand	0.0	-0.03	0.02	0.02
twenty	0.0	0.01	0.88	0.01
minute	0.51	1.41	0.5	0.5
period	-0.01	-0.01	0.01	0.01
suitable	-0.03	-0.03	0.03	0.03
noticably	0.0	-0.05	0.05	0.05
muggy	-0.03	-0.03	0.03	0.03
humid	0.0	-0.0	0.03	0.03
repairman	0.0	-0.03	0.03	0.03
remined	0.0	-0.05	0.05	0.05
speedy	0.03	0.0	0.03	0.03
inconvenience	0.0	-0.01	0.92	0.01
wound	0.0	-0.05	0.05	0.05
peace	0.0	-0.05	0.05	0.05
cooled	0.0	-0.03	0.03	0.03
wretched	0.0	-0.05	0.05	0.05
screeches	0.0	-0.05	0.05	0.05
banging	0.0	-0.04	0.02	0.02
sounds	0.0	-0.0	0.83	0.02
emitted	0.0	-0.08	0.03	0.03
fed	0.0	-0.05	0.05	0.05
wants	0.02	0.0	0.01	0.01
suburbs	0.0	0.09	0.02	0.02
bat	0.0	0.0	0.05	0.05
hang	0.02	0.02	0.01	0.01
entirety	0.0	0.0	0.05	0.05
dusty	0.0	0.02	0.02	0.02
attic	0.0	0.0	0.03	0.03
connected	0.0	0.0	0.01	0.01
cable	0.0	0.02	0.02	0.02
static	0.0	0.0	0.05	0.05
worse	-0.95	0.24	0.95	0.32
explanation	0.0	0.0	0.05	0.05
imagine	-0.4	-0.02	0.4	0.01
nasty	-0.01	-0.01	0.01	0.01
reconsider	0.0	-0.03	0.03	0.03
begining	0.0	-0.09	0.05	0.05
inconveniece	0.0	-0.09	0.05	0.05
sheet	0.0	-0.09	0.05	0.05
michelin	0.0	-0.03	0.05	0.05
rated	0.0	-0.02	0.03	0.03
unable	-0.06	0.04	0.77	0.01
oversold	0.0	0.0	0.05	0.05
accepted	-0.02	-0.83	0.02	0.83
clogged	0.0	0.0	0.05	0.05
resolve	0.0	0.0	0.88	0.01
sure	0.46	-0.95	0.12	0.12
commitments	0.0	0.0	0.05	0.05
conveniently	-0.03	0.01	0.01	0.01
sites	-0.01	0.01	0.01	0.01
disappoint	0.0	0.0	0.03	0.03
respect	0.0	-1.6	0.02	0.83
classified	0.0	0.0	0.05	0.05
ranging	0.0	0.0	0.05	0.05
clerks	0.0	-0.01	0.02	0.02
roaches	0.0	0.0	0.03	0.03
freely	0.0	0.0	0.05	0.05
roaming	0.0	0.0	0.05	0.05
deserve	0.0	0.0	0.03	0.03
forms	0.0	0.0	0.05	0.05
identification	0.0	0.0	0.05	0.05
license	0.0	0.0	0.05	0.05
reluctantly	0.0	-0.02	0.03	0.03
bell	0.0	0.58	0.0	0.29
cap	0.0	0.05	0.02	0.02
dragged	0.0	0.0	0.05	0.05
dragging	0.0	0.0	0.05	0.05
signal	-0.02	0.0	0.02	0.02
flagged	0.0	0.0	0.05	0.05
scampered	0.0	0.0	0.05	0.05
wash	0.0	-0.05	0.02	0.02
cloths	0.0	0.0	0.05	0.05
lamps	0.0	0.0	0.02	0.02
bulb	0.0	0.0	0.03	0.03
soft	-0.02	-2.0	0.31	0.44
lumpy	-0.02	0.06	0.02	0.02
cry	-0.03	0.0	0.03	0.03
dump	0.0	0.02	0.02	0.02
refused	0.0	-0.03	0.94	0.01
changes	0.0	0.02	0.02	0.02
lamp	0.0	-0.02	0.02	0.02
rid	-0.03	0.0	0.03	0.03
awhile	0.0	0.0	0.03	0.03
personnel	-0.01	0.0	0.01	0.01
sick	-0.02	-0.17	0.02	0.02
delays	0.0	0.02	0.03	0.03
cab	0.0	0.9	0.0	0.48
hyped	0.0	0.0	0.03	0.03
lovely	0.33	1.01	0.38	0.44
skyline	0.41	-0.71	0.42	0.75
cellphone	0.0	0.05	0.03	0.03
charlie	0.0	0.08	0.03	0.03
sheen	0.0	0.0	0.05	0.05
overblown	0.0	0.0	0.05	0.05
meetings	0.01	-0.03	0.01	0.01
receipt	0.0	0.0	0.05	0.05
activated	0.0	0.0	0.05	0.05
occupant	0.0	0.0	0.05	0.05
drunk	0.0	0.0	0.03	0.03
seriously	-0.89	1.78	0.46	0.62
ve	-0.0	-0.02	0.01	0.01
episode	0.0	0.0	0.05	0.05
exemplary	0.0	-0.03	0.03	0.03
incompetent	0.0	0.02	0.83	0.02
misspelling	0.0	0.0	0.05	0.05
fault	0.01	0.01	0.01	0.01
spell	0.0	0.0	0.05	0.05
ruined	0.0	0.0	0.03	0.03
displeasure	0.0	0.03	0.03	0.03
websites	-0.03	-0.03	0.03	0.03
pleasent	0.0	0.0	0.03	0.03
cleanest	0.04	0.04	0.02	0.02
states	0.0	0.0	0.03	0.03
noticeable	-0.03	0.0	0.03	0.03
chips	0.0	0.0	0.03	0.03
scratches	0.0	0.0	0.03	0.03
dents	0.0	0.0	0.03	0.03
temperature	-0.01	0.01	0.73	0.01
writing	0.0	0.0	0.02	0.02
opportunity	0.0	0.03	0.02	0.02
north	-0.0	-0.01	0.34	0.62
confident	0.0	0.0	0.05	0.05
plagued	0.0	0.0	0.05	0.05
newspaper	0.01	0.0	0.01	0.01
announced	0.0	0.0	0.05	0.05
holding	0.0	0.03	0.03	0.03
decor	0.0	0.0	0.0	0.0
bedspread	0.0	0.03	0.03	0.03
surely	0.0	-0.01	0.02	0.02
operates	0.0	0.0	0.05	0.05
unsatisfying	0.0	0.0	0.05	0.05
attempted	-0.84	0.04	0.86	0.01
wrote	0.0	0.02	0.83	0.02
reply	0.0	0.0	0.03	0.03
gouge	0.0	0.0	0.02	0.02
grand	0.0	-0.61	0.01	0.67
fabulously	0.0	0.0	0.05	0.05
decadent	0.0	0.0	0.05	0.05
tenth	0.0	-0.06	0.03	0.03
territory	0.0	0.0	0.05	0.05
televisions	0.0	0.0	0.02	0.02
automated	0.0	0.0	0.03	0.03
irritated	0.0	0.0	0.03	0.03
sounding	0.0	0.08	0.03	0.03
mid	-0.0	0.01	0.01	0.01
september	0.0	0.04	0.01	0.01
oohed	0.0	0.0	0.05	0.05
aaahed	0.0	0.0	0.05	0.05
picture	0.0	-0.05	0.01	0.01
penny	0.0	-0.02	0.02	0.02
happiness	0.0	0.0	0.03	0.03
lived	0.0	0.0	0.03	0.03
breeze	-0.01	0.0	0.01	0.01
grabbed	0.0	0.0	0.03	0.03
purse	0.0	0.0	0.05	0.05
unloading	0.0	0.0	0.03	0.03
panic	0.03	-0.05	0.03	0.03
adamant	0.0	0.0	0.05	0.05
haggard	0.0	0.0	0.05	0.05
alley	-0.03	0.03	0.03	0.03
unduly	0.0	0.0	0.05	0.05
picky	0.01	-0.4	0.01	0.62
dried	0.0	0.12	0.02	0.02
limited	-0.53	0.02	0.55	0.01
amidst	0.0	0.0	0.05	0.05
dreams	0.0	0.0	0.05	0.05
extravagant	0.0	0.0	0.03	0.03
thread	0.06	0.08	0.03	0.03
count	-0.03	0.0	0.03	0.03
activities	0.39	0.08	0.42	0.01
sightseeing	0.0	0.03	0.01	0.01
outstanding	0.42	-0.0	0.42	0.01
hospitality	0.01	0.0	0.01	0.01
range	0.0	-0.02	0.01	0.01
priced	-0.61	-0.04	0.64	0.01
wallet	0.0	0.0	0.05	0.05
fairmont	-0.31	1.91	0.08	0.12
millennium	-0.35	-3.49	0.09	0.72
whatsoever	0.0	0.0	0.83	0.02
lights	-0.02	0.01	0.01	0.01
designs	0.0	-0.03	0.03	0.03
distraction	0.0	0.0	0.05	0.05
snobby	0.0	-0.03	0.03	0.03
closest	0.0	0.0	0.03	0.03
horrid	0.0	0.0	0.05	0.05
public	-0.03	1.4	0.01	0.64
irritable	0.0	0.0	0.05	0.05
uncooperative	0.0	0.0	0.05	0.05
uninviting	0.0	0.0	0.03	0.03
dreadful	-0.02	0.0	0.02	0.02
eat	0.4	0.0	0.36	0.0
tastes	0.0	0.0	0.05	0.05
hell	0.0	0.02	0.02	0.02
arm	0.0	-0.01	0.01	0.01
unbelievable	0.0	0.03	0.03	0.03
normal	-1.02	0.02	0.55	0.01
blew	-0.83	0.07	0.83	0.02
basis	0.0	0.0	0.03	0.03
learn	0.0	-0.0	0.01	0.01
bill	-0.73	0.02	0.73	0.35
patience	0.0	0.0	0.03	0.03
glamorous	0.0	0.0	0.03	0.03
pushed	0.0	0.0	0.02	0.02
ignoring	0.0	0.0	0.05	0.05
altogether	-0.03	-0.03	0.03	0.03
overwhelmed	0.0	0.0	0.03	0.03
exercise	0.0	-0.88	0.01	0.88
western	0.0	0.03	0.03	0.03
based	-0.01	0.5	0.01	0.47
ideal	0.0	-0.03	0.01	0.01
starters	-0.03	-0.03	0.03	0.03
leading	0.0	0.0	0.05	0.05
distinctive	0.0	0.0	0.05	0.05
adequate	0.0	0.02	0.01	0.01
flicker	0.0	0.0	0.05	0.05
complementary	0.0	0.0	0.02	0.02
shampoo	-0.65	-0.02	0.67	0.01
offense	0.0	0.0	0.05	0.05
expects	0.0	0.0	0.05	0.05
inflated	0.0	0.0	0.05	0.05
reaching	-0.06	-0.03	0.03	0.03
ring	-0.03	0.0	0.03	0.03
endlessly	-0.05	-0.05	0.05	0.05
snooty	-0.03	-0.03	0.03	0.03
south	-0.04	-0.6	0.01	0.62
guiding	-0.03	-0.08	0.03	0.03
metropolitan	-0.05	-0.05	0.05	0.05
activity	-0.02	0.0	0.02	0.02
uninterrupted	-0.05	-0.05	0.05	0.05
log	-0.03	0.0	0.03	0.03
attempts	-0.02	-0.04	0.02	0.02
utter	-0.03	-0.0	0.03	0.03
delivering	-0.05	-0.05	0.05	0.05
representative	-0.02	0.0	0.02	0.02
options	-1.62	0.0	0.56	0.0
infused	0.0	0.0	0.05	0.05
nauseous	0.0	0.0	0.05	0.05
insult	-0.82	0.02	0.83	0.02
injury	-0.03	0.0	0.03	0.03
sympathetic	0.0	0.0	0.05	0.05
trained	-0.01	0.03	0.01	0.01
compensation	-0.86	-0.02	0.86	0.01
partial	0.0	0.04	0.02	0.02
perk	-0.0	0.0	0.02	0.02
eager	0.02	0.04	0.02	0.02
dined	0.02	-0.02	0.02	0.02
pardon	0.03	0.0	0.03	0.03
pun	0.03	0.0	0.03	0.03
sit	-1.09	1.85	0.59	0.35
dine	0.0	0.0	0.03	0.03
responds	0.0	0.0	0.05	0.05
satisfaction	0.0	-0.03	0.03	0.03
patronize	0.0	0.0	0.05	0.05
brand	0.0	0.03	0.01	0.01
unfortunate	0.0	0.0	0.03	0.03
circumstance	0.0	0.0	0.05	0.05
entrance	0.0	0.46	0.0	0.41
terse	0.0	0.0	0.05	0.05
tremendous	0.0	0.03	0.03	0.03
imposition	0.0	0.0	0.05	0.05
accommodate	-0.67	0.03	0.67	0.01
scratchy	0.0	-0.02	0.03	0.03
basket	0.0	0.0	0.05	0.05
including	0.22	0.85	0.22	0.47
condom	0.0	0.0	0.05	0.05
pot	0.0	0.02	0.02	0.02
shocking	0.0	0.0	0.05	0.05
intended	-0.03	-0.03	0.03	0.03
knicked	-0.05	-0.05	0.05	0.05
mercedez	-0.05	-0.05	0.05	0.05
standing	-0.82	0.02	0.83	0.02
lugged	-0.05	-0.05	0.05	0.05
dismay	-0.05	-0.05	0.05	0.05
haggling	-0.05	-0.05	0.05	0.05
whatnot	-0.05	-0.05	0.05	0.05
unbearable	-0.05	-0.05	0.05	0.05
hadnt	-0.05	-0.05	0.05	0.05
cigarrettes	-0.05	-0.05	0.05	0.05
supposedly	-0.85	-0.01	0.86	0.01
lagged	-0.05	-0.05	0.05	0.05
voices	-0.03	-0.06	0.03	0.03
thoughout	-0.05	-0.05	0.05	0.05
ambien	-0.05	-0.05	0.05	0.05
backaches	-0.05	-0.05	0.05	0.05
hyatt	0.0	0.01	0.0	0.2
web	0.02	-0.04	0.02	0.02
convinced	0.03	0.0	0.03	0.03
gazing	0.0	0.0	0.05	0.05
insight	0.0	0.0	0.05	0.05
mixup	0.0	0.0	0.05	0.05
voucher	0.02	-0.04	0.02	0.02
meals	0.01	-0.02	0.01	0.01
sushi	0.0	0.0	0.02	0.02
patiently	0.0	0.0	0.05	0.05
tender	0.0	0.0	0.05	0.05
drink	0.0	0.71	0.0	0.37
horrified	0.0	0.0	0.05	0.05
hairs	-0.85	-0.01	0.88	0.01
mysterious	0.0	0.0	0.03	0.03
spots	0.0	0.0	0.01	0.88
muttered	0.0	0.0	0.05	0.05
complimentary	0.0	0.0	0.0	0.0
beverage	0.0	0.0	0.03	0.03
exorbitant	-0.06	0.0	0.02	0.02
shocked	0.55	0.03	0.55	0.01
variety	0.0	0.04	0.01	0.01
scouring	-0.05	-0.05	0.05	0.05
led	0.02	0.02	0.02	0.02
spiderwebs	-0.05	-0.05	0.05	0.05
pod	-0.05	-0.05	0.05	0.05
docking	-0.02	-0.83	0.02	0.83
station	-0.0	0.02	0.01	0.01
crowded	-0.01	-0.0	0.01	0.01
unusally	-0.05	-0.05	0.05	0.05
inquire	-0.04	-0.0	0.02	0.02
waiter	0.01	0.01	0.01	0.01
knowledge	-0.03	-0.0	0.03	0.03
haphazardly	0.0	0.0	0.05	0.05
fashion	0.0	0.0	0.03	0.03
exceedingly	0.0	0.0	0.05	0.05
mind	-0.49	1.12	0.25	0.25
original	0.0	0.0	0.86	0.01
shouldn	0.0	-0.01	0.62	0.01
reserving	-0.03	0.0	0.03	0.03
road	0.01	0.01	0.01	0.01
stopped	0.0	0.0	0.67	0.01
pregnant	0.0	0.0	0.03	0.03
sympathy	0.0	0.05	0.03	0.03
reasons	0.0	-0.02	0.02	0.02
suffer	0.09	0.09	0.03	0.03
extreme	0.0	0.0	0.03	0.03
allergies	0.0	0.03	0.02	0.02
pristine	0.0	0.03	0.03	0.03
specially	0.0	0.0	0.03	0.03
environmental	0.0	0.0	0.03	0.03
sensitivities	0.0	0.0	0.05	0.05
detected	0.0	0.0	0.05	0.05
smells	-0.02	0.0	0.02	0.02
factor	0.0	0.0	0.03	0.03
comforter	0.0	-0.04	0.83	0.02
messy	0.0	0.0	0.05	0.05
hastily	0.0	0.0	0.05	0.05
politely	0.0	0.0	0.05	0.05
grudgingly	0.0	0.0	0.05	0.05
superior	-0.02	-0.03	0.01	0.01
twas	0.0	0.0	0.05	0.05
texting	0.0	-0.04	0.02	0.02
towel	-0.01	-0.01	0.01	0.01
mad	0.0	0.0	0.02	0.02
owners	0.0	0.0	0.03	0.03
letting	0.0	0.05	0.83	0.02
snickered	0.0	0.0	0.05	0.05
boots	0.0	0.0	0.05	0.05
wear	0.0	0.0	0.02	0.02
doc	0.0	0.0	0.05	0.05
martens	0.0	0.0	0.05	0.05
lame	0.0	0.03	0.03	0.03
millemmium	0.0	0.0	0.05	0.05
boyfriend	0.01	-0.01	0.01	0.01
vending	-0.83	0.0	0.83	0.02
chagrin	0.0	0.0	0.05	0.05
machine	-0.0	-0.0	0.5	0.01
reaked	0.0	0.02	0.03	0.03
fitfull	0.0	0.0	0.05	0.05
awoke	0.0	-0.06	0.03	0.03
parents	-0.03	0.06	0.03	0.03
sight	-0.0	-1.19	0.01	0.62
laundered	0.0	0.0	0.05	0.05
interested	0.02	-0.02	0.02	0.02
regency	0.0	-2.67	0.0	0.72
heavy	0.01	0.0	0.01	0.01
record	0.0	0.01	0.01	0.01
blood	0.02	-0.0	0.02	0.02
facility	0.01	0.01	0.01	0.01
barrier	0.0	0.0	0.05	0.05
wives	0.0	0.0	0.05	0.05
jersey	0.0	0.0	0.05	0.05
marathon	0.0	0.02	0.03	0.03
volume	0.0	0.03	0.03	0.03
destroyed	0.0	0.0	0.03	0.03
address	0.0	0.02	0.02	0.02
gym	0.96	0.0	0.5	0.0
stayfittm	0.0	0.0	0.05	0.05
consisted	0.0	0.0	0.03	0.03
treadmills	0.03	0.0	0.03	0.03
weights	0.0	0.02	0.02	0.02
yoga	0.03	0.0	0.03	0.03
mats	0.0	0.0	0.05	0.05
cooler	0.0	0.0	0.05	0.05
tattered	0.0	0.0	0.03	0.03
hypo	0.02	-0.83	0.02	0.83
allergenic	0.01	-0.01	0.01	0.01
features	0.0	-0.49	0.01	0.5
touted	-0.03	0.0	0.03	0.03
rendered	0.0	0.0	0.03	0.03
null	0.0	0.0	0.05	0.05
difference	-0.02	0.0	0.01	0.01
lungs	-0.04	-0.05	0.05	0.05
glamourous	-0.03	-0.03	0.03	0.03
snacks	-0.01	-0.01	0.01	0.01
directions	-0.0	0.03	0.46	0.01
forget	0.0	0.02	0.01	0.01
bushed	0.0	0.0	0.05	0.05
flopped	0.0	0.0	0.05	0.05
ohhhhh	0.0	0.0	0.05	0.05
noooooo	0.0	0.0	0.05	0.05
bunk	0.0	0.0	0.05	0.05
army	0.0	0.0	0.05	0.05
ache	0.0	0.0	0.03	0.03
plugged	-0.03	0.03	0.03	0.03
poured	0.0	0.0	0.05	0.05
gel	0.0	0.0	0.05	0.05
heat	0.02	0.52	0.01	0.55
apologized	0.0	-0.03	0.9	0.01
switched	0.0	0.03	0.9	0.01
vent	0.0	0.02	0.01	0.01
slimy	-0.03	0.0	0.03	0.03
chunk	0.0	0.0	0.05	0.05
goop	0.0	0.0	0.03	0.03
smiling	0.0	0.0	0.02	0.02
empathy	0.0	0.0	0.05	0.05
smelly	0.0	0.0	0.02	0.02
sweat	0.0	0.0	0.03	0.03
windows	0.0	0.59	0.0	0.71
freak	0.02	-0.02	0.02	0.02
deodorant	0.0	0.0	0.05	0.05
eww	0.0	0.0	0.05	0.05
mutual	0.0	0.0	0.05	0.05
charming	0.0	0.0	0.02	0.02
stepped	0.65	0.01	0.67	0.01
film	0.0	0.0	0.03	0.03
unkempt	0.0	0.0	0.05	0.05
permitted	-0.03	0.0	0.03	0.03
arguing	-0.86	-0.05	0.86	0.01
baggage	0.0	0.0	0.03	0.03
barley	0.0	0.0	0.05	0.05
faucet	0.0	-0.07	0.03	0.03
leaky	0.0	-0.12	0.05	0.05
bumps	0.0	-0.07	0.03	0.03
finishing	0.0	-0.07	0.03	0.03
babies	0.0	-0.12	0.05	0.05
lite	0.0	-0.13	0.03	0.03
diapers	0.0	-0.12	0.05	0.05
unsavory	0.0	-0.12	0.05	0.05
characters	0.0	-0.12	0.05	0.05
seedy	-0.06	0.0	0.03	0.03
dive	0.0	0.0	0.05	0.05
inclement	0.0	0.0	0.05	0.05
advised	0.0	-0.06	0.03	0.03
creatively	0.0	0.0	0.05	0.05
named	0.0	0.03	0.01	0.01
hideously	0.0	0.0	0.05	0.05
astonishment	0.0	0.0	0.05	0.05
pass	0.45	0.0	0.46	0.01
enlighten	0.0	0.0	0.05	0.05
almighty	0.0	0.0	0.05	0.05
spake	0.0	0.0	0.05	0.05
nonsense	0.0	0.0	0.05	0.05
final	0.0	0.04	0.02	0.02
matters	0.0	-0.01	0.67	0.01
