unwind	5	0	0	5
rex	5	0	0	5
heated	5	0	0	5
manager	4	76	51	29
smoking	4	61	26	39
walls	4	47	25	26
despite	4	38	23	19
reserved	4	38	13	29
woman	4	27	14	17
floors	4	25	20	9
obviously	4	24	11	17
arriving	4	22	12	14
sink	4	22	11	15
situation	4	22	11	15
party	4	22	10	16
sign	4	21	12	13
appeared	4	20	15	9
closed	4	20	14	10
nearly	4	20	9	15
girl	4	20	9	15
employee	4	19	14	9
isn	4	19	11	12
discount	4	18	10	12
experiences	4	18	9	13
weeks	4	18	8	14
idea	4	17	8	13
renovation	4	16	19	1
excited	4	16	5	15
save	4	15	9	10
head	4	14	13	5
note	4	14	11	7
higher	4	14	11	7
c	4	14	10	8
hope	4	14	6	12
minibar	4	13	16	1
understand	4	13	9	8
similar	4	13	7	10
event	4	12	12	4
rating	4	12	12	4
talk	4	12	11	5
imagine	4	12	9	7
travelers	4	12	9	7
allow	4	12	7	9
seriously	4	11	11	4
single	4	11	7	8
roll	4	10	13	1
l	4	10	12	2
costs	4	10	9	5
lower	4	10	9	5
fell	4	10	9	5
basic	4	10	7	7
regular	4	10	7	7
seat	4	9	9	4
following	4	9	9	4
watching	4	9	8	5
total	4	9	7	6
basically	4	9	6	7
together	4	9	6	7
wake	4	9	4	9
ones	4	9	4	9
mine	4	9	2	11
facing	4	8	12	0
pull	4	8	10	2
cramped	4	8	10	2
bellman	4	8	10	2
bowl	4	8	9	3
properties	4	8	7	5
forgot	4	8	6	6
eye	4	8	5	7
connection	4	8	4	8
cheaper	4	7	8	3
shuttle	4	7	8	3
strongly	4	7	5	6
fully	4	7	4	7
lighting	4	6	8	2
lunch	4	6	7	3
men	4	6	7	3
via	4	6	6	4
cards	4	6	5	5
choices	4	6	4	6
indeed	4	6	4	6
known	4	6	2	8
missed	4	5	7	2
bucks	4	5	7	2
pre	4	5	7	2
dock	4	5	6	3
rooftop	4	5	6	3
variety	4	5	2	7
step	4	5	2	7
plate	4	4	7	1
prime	4	4	5	3
lift	4	4	5	3
web	4	4	5	3
soup	4	4	5	3
band	4	4	4	4
deep	4	4	3	5
shows	4	4	3	5
attend	4	4	3	5
towards	4	4	3	5
takes	4	4	3	5
assistance	4	4	3	5
decide	4	4	2	6
environment	4	4	2	6
tax	4	3	7	0
funky	4	3	6	1
streets	4	3	6	1
serves	4	3	6	1
brief	4	3	6	1
cheerful	4	3	5	2
named	4	3	5	2
catch	4	3	5	2
appreciate	4	3	5	2
connected	4	3	5	2
road	4	3	5	2
teenage	4	3	5	2
pleasing	4	3	4	3
sometimes	4	3	4	3
affina	4	3	4	3
popular	4	3	4	3
wont	4	3	4	3
ability	4	3	3	4
eaten	4	3	3	4
palm	4	3	3	4
accomodations	4	3	2	5
pair	4	3	2	5
centre	4	2	6	0
families	4	2	6	0
christmas	4	2	6	0
turndown	4	2	5	1
theme	4	2	5	1
types	4	2	5	1
serving	4	2	5	1
crazy	4	2	4	2
sweet	4	2	4	2
miracle	4	2	4	2
events	4	2	4	2
jacuzzi	4	2	3	3
perks	4	2	3	3
personality	4	2	3	3
laid	4	2	3	3
extended	4	2	3	3
green	4	2	3	3
celebrity	4	2	2	4
choosing	4	2	2	4
microwave	4	2	2	4
client	4	2	2	4
regret	4	2	1	5
recommending	4	2	1	5
finest	4	2	1	5
stress	4	2	0	6
pure	4	2	0	6
eve	4	1	5	0
rain	4	1	5	0
starwood	4	1	5	0
smiling	4	1	4	1
nervous	4	1	4	1
stereo	4	1	4	1
golden	4	1	4	1
aaa	4	1	3	2
girlfriends	4	1	3	2
ultra	4	1	3	2
opted	4	1	3	2
reccomend	4	1	2	3
interested	4	1	2	3
exploring	4	1	2	3
everybody	4	1	2	3
homey	4	1	2	3
cocktails	4	1	2	3
delightful	4	1	2	3
sophisticated	4	1	1	4
manner	4	1	1	4
thumbs	4	1	0	5
award	4	1	0	5
televisions	4	1	0	5
docking	4	1	0	5
cousin	4	1	0	5
presidential	4	1	0	5
dec	4	0	4	0
parks	4	0	4	0
gem	4	0	4	0
membership	4	0	4	0
trolley	4	0	4	0
buses	4	0	4	0
dish	4	0	3	1
fountain	4	0	3	1
magnificant	4	0	3	1
sun	4	0	3	1
hd	4	0	3	1
bears	4	0	3	1
genuinely	4	0	3	1
flawless	4	0	3	1
historical	4	0	2	2
alternative	4	0	2	2
heartbeat	4	0	2	2
grill	4	0	2	2
sparkling	4	0	2	2
flew	4	0	2	2
science	4	0	1	3
outing	4	0	1	3
penthouse	4	0	1	3
tranquility	4	0	1	3
chef	4	0	1	3
ballroom	4	0	1	3
seafood	4	0	1	3
ihome	4	0	1	3
chop	4	0	1	3
treatments	4	0	0	4
comforting	4	0	0	4
rested	4	0	0	4
friendliness	4	0	0	4
cam	4	0	0	4
massages	4	0	0	4
relieved	4	0	0	4
seminar	4	0	0	4
clerk	3	75	20	58
card	3	52	37	18
unfortunately	3	45	24	24
carpet	3	45	20	28
poor	3	42	23	22
loud	3	39	20	22
complain	3	32	15	20
luggage	3	32	13	22
issue	3	30	22	11
overpriced	3	30	17	16
elsewhere	3	30	14	19
somewhere	3	28	8	23
lack	3	27	19	11
hair	3	26	9	20
issues	3	25	20	8
sent	3	25	15	13
nor	3	24	18	9
informed	3	24	9	18
pictures	3	23	8	18
disappointing	3	22	18	7
difficult	3	22	14	11
amount	3	22	8	17
unless	3	21	12	12
charges	3	20	18	5
receptionist	3	20	13	10
nobody	3	20	12	11
soap	3	20	11	12
ice	3	19	20	2
clearly	3	19	16	6
guy	3	18	13	8
months	3	18	12	9
below	3	17	15	5
attitude	3	17	10	10
holiday	3	16	12	7
speak	3	16	9	10
advertised	3	16	7	12
young	3	15	15	3
bugs	3	15	10	8
process	3	15	8	10
planned	3	15	6	12
earlier	3	14	7	10
boy	3	14	7	10
month	3	14	6	11
covered	3	13	13	3
third	3	13	11	5
drive	3	13	11	5
pressure	3	13	9	7
stuck	3	13	8	8
fixed	3	13	7	9
requests	3	12	12	3
conditioning	3	12	6	9
figure	3	11	10	4
addition	3	11	8	6
break	3	11	7	7
bright	3	10	10	3
fair	3	10	9	4
dont	3	10	9	4
renovations	3	10	9	4
frequently	3	10	9	4
except	3	10	8	5
insisted	3	10	5	8
e	3	9	10	2
stand	3	9	9	3
machine	3	9	8	4
hospitality	3	9	8	4
simple	3	9	8	4
thinking	3	9	6	6
further	3	9	6	6
considered	3	9	5	7
wanting	3	9	5	7
premium	3	9	4	8
adequate	3	9	4	8
figured	3	9	3	9
giving	3	8	9	2
tile	3	8	9	2
brown	3	8	6	5
budget	3	8	6	5
plain	3	8	5	6
fall	3	8	5	6
laptop	3	8	2	9
marriott	3	7	8	2
chosen	3	7	7	3
happen	3	7	7	3
adjacent	3	7	6	4
detail	3	7	5	5
desired	3	7	4	6
treatment	3	7	4	6
crowded	3	7	4	6
continental	3	7	4	6
granted	3	7	3	7
whatever	3	7	3	7
pros	3	6	9	0
updating	3	6	8	1
opening	3	6	7	2
overnight	3	6	7	2
preferred	3	6	7	2
folks	3	6	7	2
clock	3	6	7	2
previously	3	6	5	4
sites	3	6	5	4
clear	3	6	3	6
kid	3	6	3	6
hungry	3	6	3	6
bellhop	3	6	3	6
passed	3	6	3	6
anymore	3	6	3	6
relatively	3	6	2	7
noted	3	5	8	0
slightly	3	5	7	1
showers	3	5	6	2
heavy	3	5	6	2
frustrating	3	5	5	3
b	3	5	5	3
women	3	5	5	3
friday	3	5	5	3
cheapest	3	5	5	3
promptly	3	5	5	3
laundry	3	5	3	5
enjoying	3	5	3	5
responsive	3	5	3	5
famous	3	5	3	5
respect	3	5	1	7
eyes	3	5	1	7
decision	3	5	0	8
march	3	4	7	0
cons	3	4	7	0
transferred	3	4	7	0
impression	3	4	7	0
taxes	3	4	6	1
regardless	3	4	6	1
toast	3	4	6	1
story	3	4	6	1
watched	3	4	6	1
curtains	3	4	5	2
alarm	3	4	5	2
playing	3	4	4	3
bought	3	4	4	3
staffed	3	4	4	3
delivery	3	4	4	3
shape	3	4	4	3
treadmill	3	4	4	3
happily	3	4	3	4
charming	3	4	3	4
dessert	3	4	3	4
york	3	4	2	5
offering	3	4	2	5
bringing	3	4	2	5
absolute	3	4	2	5
pack	3	4	2	5
exciting	3	4	2	5
says	3	4	2	5
various	3	4	1	6
registration	3	3	6	0
sides	3	3	6	0
breakfasts	3	3	5	1
biggest	3	3	5	1
sold	3	3	5	1
comments	3	3	5	1
remembered	3	3	5	1
tickets	3	3	5	1
pub	3	3	4	2
tourists	3	3	4	2
comfortably	3	3	4	2
signs	3	3	4	2
ample	3	3	4	2
tech	3	3	4	2
spring	3	3	4	2
eager	3	3	3	3
tops	3	3	3	3
artwork	3	3	3	3
cooking	3	3	3	3
restful	3	3	3	3
involved	3	3	3	3
opportunity	3	3	3	3
layout	3	3	3	3
movies	3	3	3	3
support	3	3	3	3
private	3	3	2	4
lamp	3	3	2	4
guestroom	3	3	2	4
keeping	3	3	2	4
hosting	3	3	2	4
knowing	3	3	2	4
highest	3	3	2	4
reserve	3	3	2	4
illinois	3	3	2	4
lodging	3	3	2	4
include	3	3	2	4
prepare	3	3	1	5
resort	3	3	1	5
des	3	3	0	6
october	3	2	5	0
storage	3	2	5	0
la	3	2	5	0
memorial	3	2	5	0
travelled	3	2	5	0
division	3	2	5	0
fruit	3	2	5	0
parked	3	2	4	1
hairdryer	3	2	4	1
weights	3	2	4	1
mixed	3	2	4	1
linen	3	2	4	1
bloomingdales	3	2	4	1
gladly	3	2	4	1
beatles	3	2	4	1
therefore	3	2	4	1
daughters	3	2	4	1
unusual	3	2	3	2
refreshing	3	2	3	2
steal	3	2	3	2
surprising	3	2	3	2
maps	3	2	3	2
visits	3	2	3	2
extras	3	2	3	2
treadmills	3	2	3	2
play	3	2	3	2
tables	3	2	3	2
discuss	3	2	3	2
instantly	3	2	3	2
manhattan	3	2	3	2
steaks	3	2	3	2
proved	3	2	2	3
urban	3	2	2	3
express	3	2	2	3
perk	3	2	2	3
plans	3	2	2	3
extensive	3	2	2	3
allows	3	2	1	4
architectes	3	2	0	5
dream	3	2	0	5
hypo	3	2	0	5
surrounding	3	1	4	0
consierge	3	1	4	0
umbrella	3	1	4	0
thanksgiving	3	1	4	0
february	3	1	4	0
largest	3	1	4	0
downside	3	1	4	0
vouchers	3	1	4	0
orange	3	1	4	0
ie	3	1	4	0
miles	3	1	4	0
nite	3	1	4	0
consistently	3	1	3	1
useful	3	1	3	1
ryan	3	1	3	1
airline	3	1	3	1
market	3	1	3	1
blown	3	1	3	1
mag	3	1	3	1
tim	3	1	3	1
cute	3	1	3	1
nightly	3	1	3	1
advice	3	1	3	1
reminded	3	1	3	1
couples	3	1	3	1
bedrooms	3	1	2	2
finger	3	1	2	2
courtesy	3	1	2	2
explore	3	1	2	2
mom	3	1	2	2
speedy	3	1	2	2
heading	3	1	2	2
orders	3	1	2	2
timely	3	1	2	2
hospitable	3	1	2	2
foam	3	1	2	2
individual	3	1	2	2
coolest	3	1	2	2
desserts	3	1	2	2
treats	3	1	2	2
unlike	3	1	2	2
visitors	3	1	2	2
solely	3	1	2	2
wished	3	1	1	3
naturally	3	1	1	3
assist	3	1	1	3
dealt	3	1	1	3
exemplary	3	1	1	3
ages	3	1	1	3
paradise	3	1	1	3
packages	3	1	1	3
mother	3	1	1	3
fashioned	3	1	1	3
resist	3	1	1	3
winning	3	1	0	4
dined	3	1	0	4
satisfaction	3	1	0	4
anybody	3	1	0	4
interior	3	1	0	4
av	3	0	3	0
shea	3	0	3	0
wicked	3	0	3	0
fab	3	0	3	0
realy	3	0	3	0
dear	3	0	3	0
cheesecake	3	0	3	0
pantry	3	0	3	0
closets	3	0	3	0
booth	3	0	3	0
photo	3	0	3	0
egg	3	0	3	0
condos	3	0	3	0
stephanie	3	0	3	0
seperate	3	0	3	0
nordstrom	3	0	3	0
nordstroms	3	0	3	0
tribune	3	0	3	0
wrigley	3	0	3	0
olds	3	0	3	0
bacon	3	0	3	0
guestrooms	3	0	3	0
airy	3	0	2	1
buckingham	3	0	2	1
butter	3	0	2	1
sinks	3	0	2	1
sexy	3	0	2	1
restuarant	3	0	2	1
martinis	3	0	2	1
delivers	3	0	2	1
completed	3	0	2	1
painless	3	0	2	1
concierges	3	0	2	1
helpfull	3	0	2	1
asian	3	0	2	1
bakery	3	0	2	1
receptionists	3	0	2	1
feathers	3	0	2	1
granite	3	0	2	1
compare	3	0	2	1
knowledgable	3	0	1	2
raised	3	0	1	2
themed	3	0	1	2
ive	3	0	1	2
attentiveness	3	0	1	2
softest	3	0	1	2
shuffle	3	0	1	2
soothing	3	0	1	2
china	3	0	1	2
beats	3	0	1	2
equinox	3	0	1	2
wired	3	0	1	2
colleagues	3	0	1	2
entertain	3	0	1	2
respectful	3	0	0	3
recomend	3	0	0	3
musical	3	0	0	3
relaxation	3	0	0	3
honest	3	0	0	3
fiancee	3	0	0	3
test	3	0	0	3
heaven	3	0	0	3
rose	3	0	0	3
genuine	3	0	0	3
bistro	3	0	0	3
sundecks	3	0	0	3
rude	2	113	40	75
dirty	2	77	41	38
key	2	39	17	24
credit	2	36	26	12
tiny	2	35	33	4
horrible	2	34	12	24
expecting	2	33	11	24
guess	2	31	16	17
mistake	2	30	16	16
move	2	28	14	16
waited	2	25	17	10
ridiculous	2	25	14	13
changed	2	25	12	15
general	2	24	17	9
barely	2	23	9	16
motel	2	23	7	18
stained	2	19	10	11
counter	2	18	1	19
hold	2	17	14	5
fairly	2	17	8	11
assured	2	17	7	12
running	2	16	12	6
annoying	2	15	12	5
spending	2	15	6	11
fan	2	14	15	1
email	2	14	13	3
garage	2	14	11	5
unable	2	14	9	7
priced	2	14	7	9
dingy	2	13	8	7
entering	2	13	4	11
fancy	2	13	4	11
otherwise	2	12	11	3
realized	2	12	9	5
sleeper	2	12	8	6
glasses	2	12	6	8
keys	2	12	5	9
managers	2	11	11	2
cover	2	11	11	2
degrees	2	11	10	3
bottom	2	11	10	3
kimpton	2	11	8	5
face	2	11	7	6
somehow	2	11	6	7
empty	2	11	5	8
assigned	2	10	8	4
yourself	2	10	6	6
workers	2	10	6	6
remote	2	10	5	7
limited	2	10	5	7
stopped	2	10	4	8
normal	2	9	7	4
unit	2	9	7	4
occasion	2	9	6	5
multiple	2	9	6	5
doubt	2	9	4	7
college	2	9	4	7
share	2	9	4	7
cup	2	8	9	1
swim	2	8	8	2
yeah	2	8	7	3
outdated	2	8	6	4
shocked	2	8	6	4
managed	2	8	3	7
setting	2	8	3	7
bottles	2	7	8	1
excuse	2	7	8	1
question	2	7	7	2
replaced	2	7	7	2
mattresses	2	7	6	3
paint	2	7	6	3
word	2	7	6	3
towel	2	7	6	3
printed	2	7	5	4
dry	2	7	5	4
strong	2	7	5	4
color	2	7	5	4
thankfully	2	7	4	5
period	2	7	4	5
gotten	2	7	4	5
stuffy	2	7	4	5
questions	2	7	3	6
stood	2	7	3	6
accepted	2	7	1	8
min	2	6	8	0
stops	2	6	7	1
closer	2	6	7	1
ground	2	6	6	2
track	2	6	5	3
feet	2	6	5	3
posted	2	6	4	4
bag	2	6	4	4
video	2	6	4	4
falling	2	6	3	5
unhappy	2	6	3	5
mouth	2	6	3	5
talked	2	6	2	6
celebrate	2	6	1	7
duvet	2	5	7	0
westin	2	5	7	0
april	2	5	6	1
written	2	5	6	1
toward	2	5	6	1
phones	2	5	6	1
initially	2	5	5	2
player	2	5	5	2
mess	2	5	5	2
hrh	2	5	5	2
chicken	2	5	5	2
names	2	5	4	3
fiance	2	5	4	3
valets	2	5	4	3
range	2	5	4	3
blood	2	5	4	3
opposite	2	5	3	4
le	2	5	3	4
condition	2	5	3	4
covers	2	5	3	4
beginning	2	5	3	4
enter	2	5	3	4
diamond	2	5	3	4
mood	2	5	2	5
il	2	5	2	5
approached	2	5	2	5
allergies	2	5	1	6
cooked	2	5	1	6
shabby	2	4	6	0
cookie	2	4	6	0
supply	2	4	6	0
guys	2	4	6	0
cabinet	2	4	6	0
basement	2	4	6	0
dvd	2	4	6	0
hi	2	4	5	1
address	2	4	5	1
drove	2	4	5	1
monday	2	4	5	1
rental	2	4	5	1
resturant	2	4	5	1
disapointed	2	4	4	2
baby	2	4	4	2
bartenders	2	4	4	2
ourselves	2	4	4	2
reasonably	2	4	4	2
younger	2	4	4	2
muffins	2	4	4	2
purchased	2	4	4	2
proximity	2	4	4	2
wasnt	2	4	4	2
dishes	2	4	4	2
drinking	2	4	3	3
loves	2	4	3	3
dozen	2	4	3	3
example	2	4	3	3
crowd	2	4	3	3
dryer	2	4	3	3
starting	2	4	3	3
positives	2	4	3	3
exorbitant	2	4	2	4
ignore	2	4	2	4
meaning	2	4	2	4
salad	2	4	2	4
cause	2	4	2	4
practically	2	4	2	4
jobs	2	4	2	4
tips	2	4	2	4
hoped	2	4	1	5
romance	2	4	0	6
cream	2	3	5	0
putting	2	3	5	0
tough	2	3	5	0
shared	2	3	5	0
boys	2	3	5	0
warned	2	3	4	1
cared	2	3	4	1
straight	2	3	4	1
concrete	2	3	4	1
led	2	3	4	1
noon	2	3	4	1
boat	2	3	4	1
newly	2	3	4	1
neighboring	2	3	4	1
departure	2	3	4	1
schedule	2	3	4	1
strawberries	2	3	4	1
scene	2	3	4	1
rent	2	3	3	2
tasty	2	3	3	2
competent	2	3	3	2
decorations	2	3	3	2
spread	2	3	3	2
includes	2	3	3	2
lines	2	3	3	2
suburbs	2	3	3	2
contacted	2	3	3	2
providing	2	3	3	2
smiles	2	3	3	2
lastly	2	3	2	3
lined	2	3	2	3
fortunately	2	3	2	3
seemingly	2	3	2	3
research	2	3	2	3
menus	2	3	2	3
describe	2	3	2	3
flying	2	3	2	3
current	2	3	2	3
labor	2	3	2	3
arrange	2	3	2	3
blowing	2	3	2	3
halls	2	3	2	3
doll	2	3	2	3
regarding	2	3	2	3
clerks	2	3	2	3
awhile	2	3	2	3
carried	2	3	1	4
happier	2	3	1	4
afraid	2	3	1	4
needing	2	3	1	4
ordinary	2	3	1	4
peaceful	2	3	1	4
suits	2	3	1	4
gets	2	3	1	4
cook	2	3	1	4
scale	2	3	1	4
sorts	2	3	1	4
jet	2	3	0	5
colors	2	3	0	5
tripadvisor	2	2	4	0
buildings	2	2	4	0
sidewalk	2	2	4	0
virtually	2	2	4	0
sliver	2	2	4	0
button	2	2	4	0
fallen	2	2	4	0
bottled	2	2	4	0
register	2	2	4	0
usd	2	2	4	0
chinese	2	2	4	0
january	2	2	4	0
oddly	2	2	4	0
deals	2	2	4	0
newer	2	2	4	0
thats	2	2	4	0
cancelled	2	2	4	0
century	2	2	3	1
cart	2	2	3	1
runs	2	2	3	1
bagels	2	2	3	1
chilled	2	2	3	1
partial	2	2	3	1
pastries	2	2	3	1
caught	2	2	3	1
triple	2	2	3	1
suggestion	2	2	3	1
lotion	2	2	3	1
v	2	2	3	1
nap	2	2	3	1
replenished	2	2	3	1
sufficient	2	2	3	1
listening	2	2	3	1
mainly	2	2	3	1
waiters	2	2	3	1
decorating	2	2	3	1
anticipated	2	2	3	1
trade	2	2	3	1
searching	2	2	3	1
cant	2	2	3	1
italian	2	2	3	1
computers	2	2	3	1
memorabilia	2	2	3	1
evident	2	2	3	1
parts	2	2	3	1
underground	2	2	3	1
rarely	2	2	2	2
neck	2	2	2	2
described	2	2	2	2
toothpaste	2	2	2	2
suitcase	2	2	2	2
cloud	2	2	2	2
adjoining	2	2	2	2
routine	2	2	2	2
california	2	2	2	2
moving	2	2	2	2
marks	2	2	2	2
sensitive	2	2	2	2
west	2	2	2	2
meant	2	2	2	2
activity	2	2	2	2
america	2	2	2	2
path	2	2	2	2
inexpensive	2	2	2	2
theatre	2	2	2	2
featured	2	2	2	2
massive	2	2	2	2
boutiques	2	2	2	2
sheas	2	2	1	3
become	2	2	1	3
thrilled	2	2	1	3
supper	2	2	1	3
buck	2	2	1	3
greatly	2	2	1	3
stories	2	2	1	3
combination	2	2	1	3
guide	2	2	1	3
ensure	2	2	1	3
musicians	2	2	1	3
warmth	2	2	1	3
peace	2	2	1	3
freak	2	2	1	3
turning	2	2	1	3
caring	2	2	1	3
memories	2	2	1	3
followed	2	2	0	4
heater	2	2	0	4
according	2	2	0	4
organized	2	2	0	4
memory	2	2	0	4
display	2	2	0	4
sushi	2	2	0	4
compliments	2	1	3	0
fireworks	2	1	3	0
alcove	2	1	3	0
joe	2	1	3	0
director	2	1	3	0
nightstands	2	1	3	0
theatres	2	1	3	0
oven	2	1	3	0
snow	2	1	3	0
christopher	2	1	3	0
festival	2	1	3	0
nt	2	1	3	0
plentiful	2	1	3	0
moderate	2	1	3	0
wastebasket	2	1	3	0
gesture	2	1	3	0
airlines	2	1	3	0
signing	2	1	3	0
consists	2	1	3	0
cutter	2	1	3	0
preference	2	1	3	0
operator	2	1	3	0
substantial	2	1	3	0
sofabed	2	1	3	0
printing	2	1	3	0
jewel	2	1	3	0
ouch	2	1	3	0
waitstaff	2	1	2	1
liquor	2	1	2	1
adds	2	1	2	1
groups	2	1	2	1
quaint	2	1	2	1
vibe	2	1	2	1
sevice	2	1	2	1
aspects	2	1	2	1
celebrities	2	1	2	1
keeps	2	1	2	1
deco	2	1	2	1
ammenities	2	1	2	1
pleasent	2	1	2	1
unbelievable	2	1	2	1
beverage	2	1	2	1
suffer	2	1	2	1
beside	2	1	2	1
whilst	2	1	2	1
cushy	2	1	2	1
utensils	2	1	2	1
speakers	2	1	2	1
thorough	2	1	2	1
round	2	1	2	1
safety	2	1	2	1
specials	2	1	2	1
anxious	2	1	2	1
kick	2	1	2	1
attendants	2	1	2	1
vs	2	1	2	1
panel	2	1	2	1
brunch	2	1	2	1
upbeat	2	1	2	1
outdoor	2	1	2	1
admit	2	1	2	1
raved	2	1	2	1
opposed	2	1	2	1
ny	2	1	2	1
creepy	2	1	2	1
opportunities	2	1	2	1
usage	2	1	2	1
happens	2	1	2	1
relatives	2	1	2	1
sudden	2	1	2	1
seconds	2	1	2	1
foods	2	1	2	1
sits	2	1	2	1
cheesy	2	1	2	1
cubs	2	1	2	1
signature	2	1	2	1
jazz	2	1	2	1
tree	2	1	2	1
chains	2	1	2	1
generous	2	1	2	1
showerhead	2	1	2	1
bridge	2	1	2	1
payed	2	1	2	1
accompanied	2	1	2	1
join	2	1	2	1
kudos	2	1	2	1
mornings	2	1	2	1
shining	2	1	2	1
truely	2	1	2	1
map	2	1	2	1
scenic	2	1	1	2
candles	2	1	1	2
satisfactory	2	1	1	2
elegantly	2	1	1	2
lakeshore	2	1	1	2
warmer	2	1	1	2
locate	2	1	1	2
aid	2	1	1	2
dip	2	1	1	2
nix	2	1	1	2
tells	2	1	1	2
requires	2	1	1	2
sauna	2	1	1	2
wind	2	1	1	2
supplied	2	1	1	2
lives	2	1	1	2
guitar	2	1	1	2
authentic	2	1	1	2
escape	2	1	1	2
impersonal	2	1	1	2
san	2	1	1	2
careful	2	1	1	2
recommendation	2	1	1	2
generic	2	1	1	2
asha	2	1	0	3
tones	2	1	0	3
headboard	2	1	0	3
valued	2	1	0	3
fly	2	1	0	3
worry	2	1	0	3
lifetime	2	1	0	3
centers	2	1	0	3
crib	2	1	0	3
laps	2	1	0	3
stove	2	1	0	3
secure	2	1	0	3
perfection	2	1	0	3
sports	2	1	0	3
sophistication	2	1	0	3
bustle	2	1	0	3
beauty	2	1	0	3
pizzas	2	0	2	0
blues	2	0	2	0
buddy	2	0	2	0
conventions	2	0	2	0
drank	2	0	2	0
crisps	2	0	2	0
oatmeal	2	0	2	0
landmark	2	0	2	0
honors	2	0	2	0
bagel	2	0	2	0
soldier	2	0	2	0
uno	2	0	2	0
professionally	2	0	2	0
interview	2	0	2	0
suggesting	2	0	2	0
penninsula	2	0	2	0
bid	2	0	2	0
neighborhoods	2	0	2	0
chillout	2	0	2	0
touring	2	0	2	0
biscuits	2	0	2	0
impecable	2	0	2	0
thanking	2	0	2	0
praise	2	0	2	0
admired	2	0	2	0
headboards	2	0	2	0
quikbook	2	0	2	0
sylvia	2	0	2	0
architectural	2	0	2	0
waived	2	0	2	0
ideally	2	0	2	0
advertized	2	0	2	0
bfast	2	0	2	0
jungle	2	0	2	0
storing	2	0	2	0
wardrobe	2	0	2	0
striking	2	0	2	0
bustling	2	0	2	0
uniformly	2	0	2	0
baths	2	0	2	0
evian	2	0	2	0
energy	2	0	2	0
cinema	2	0	2	0
victor	2	0	2	0
sinatra	2	0	2	0
viewing	2	0	2	0
condo	2	0	2	0
residential	2	0	2	0
minus	2	0	2	0
mansions	2	0	2	0
grandma	2	0	2	0
interest	2	0	2	0
bedside	2	0	2	0
plasmas	2	0	2	0
transport	2	0	2	0
basil	2	0	2	0
disturbed	2	0	2	0
stall	2	0	2	0
cta	2	0	2	0
countertops	2	0	2	0
freshly	2	0	2	0
taxis	2	0	2	0
joining	2	0	2	0
ohare	2	0	2	0
informative	2	0	2	0
walkable	2	0	2	0
catching	2	0	2	0
favourite	2	0	2	0
cobb	2	0	2	0
bldg	2	0	2	0
waffle	2	0	2	0
kitchenette	2	0	2	0
unfailingly	2	0	2	0
ta	2	0	2	0
saks	2	0	2	0
macys	2	0	2	0
rows	2	0	2	0
osco	2	0	2	0
wand	2	0	2	0
celebrated	2	0	2	0
pl	2	0	2	0
sheratons	2	0	2	0
christy	2	0	2	0
aug	2	0	2	0
jaymes	2	0	2	0
surround	2	0	1	1
cultural	2	0	1	1
overlooks	2	0	1	1
mccormick	2	0	1	1
overlook	2	0	1	1
largely	2	0	1	1
scheduling	2	0	1	1
partake	2	0	1	1
apartments	2	0	1	1
conduct	2	0	1	1
kiehl	2	0	1	1
availability	2	0	1	1
commented	2	0	1	1
soundly	2	0	1	1
shoe	2	0	1	1
shine	2	0	1	1
unbelievably	2	0	1	1
exceeds	2	0	1	1
heads	2	0	1	1
terry	2	0	1	1
sweets	2	0	1	1
appetizer	2	0	1	1
pricing	2	0	1	1
dancing	2	0	1	1
unbelieveable	2	0	1	1
loaded	2	0	1	1
content	2	0	1	1
g	2	0	1	1
product	2	0	1	1
extrodinary	2	0	1	1
toys	2	0	1	1
surpassed	2	0	1	1
legged	2	0	1	1
headphones	2	0	1	1
affect	2	0	1	1
mission	2	0	1	1
handsome	2	0	1	1
impact	2	0	1	1
def	2	0	1	1
vacations	2	0	1	1
thoughtful	2	0	1	1
spaces	2	0	1	1
stunned	2	0	1	1
remarkable	2	0	1	1
eno	2	0	1	1
atrium	2	0	1	1
orbitz	2	0	1	1
depending	2	0	1	1
ordering	2	0	1	1
specific	2	0	1	1
celebration	2	0	1	1
j	2	0	1	1
assisting	2	0	1	1
whirlpool	2	0	1	1
silver	2	0	1	1
twist	2	0	1	1
touristy	2	0	1	1
benedict	2	0	1	1
efficiently	2	0	1	1
heartily	2	0	1	1
sparkled	2	0	1	1
virtual	2	0	1	1
definitly	2	0	1	1
fireplace	2	0	1	1
linnens	2	0	0	2
shampoos	2	0	0	2
pastry	2	0	0	2
grounds	2	0	0	2
serenity	2	0	0	2
coordinate	2	0	0	2
hustle	2	0	0	2
ocean	2	0	0	2
jogging	2	0	0	2
beautifull	2	0	0	2
scenery	2	0	0	2
resturants	2	0	0	2
ribeye	2	0	0	2
associates	2	0	0	2
paul	2	0	0	2
adored	2	0	0	2
energized	2	0	0	2
resources	2	0	0	2
perspective	2	0	0	2
maintaining	2	0	0	2
referred	2	0	0	2
tasteful	2	0	0	2
drift	2	0	0	2
betsy	2	0	0	2
francisco	2	0	0	2
doubts	2	0	0	2
immaculately	2	0	0	2
polished	2	0	0	2
lounging	2	0	0	2
disposal	2	0	0	2
success	2	0	0	2
luxuary	2	0	0	2
experince	2	0	0	2
everyday	2	0	0	2
atop	2	0	0	2
upmost	2	0	0	2
stoked	2	0	0	2
pampering	2	0	0	2
hbo	2	0	0	2
dj	2	0	0	2
escorted	2	0	0	2
